rank,route,template,title,family,score,strategic_30,brand_20,acquisition_20,authority_15,utility_15,action,why,source
"307","/learn/cheatsheet","/learn/cheatsheet","AI cheatsheet · printable one-pager · /learn · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cheatsheet/page.tsx"
"308","/learn/cheatsheet","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"309","/learn/conferences","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"310","/learn/curious","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"311","/learn/cyber","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"312","/learn/cyber/active-directory-defense","/learn/cyber/active-directory-defense","Active Directory Defense Doctrine · AtomEons Cyber","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/active-directory-defense/page.tsx"
"313","/learn/cyber/ai-security","/learn/cyber/ai-security","AI security · the new attack surface · /learn/cyber · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/ai-security/page.tsx"
"314","/learn/cyber/books","/learn/cyber/books","The definitive cyber reading list · 24 books · /learn/cyber/books · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/books/page.tsx"
"315","/learn/cyber/certs","/learn/cyber/certs","Cyber certifications worth it · /learn/cyber · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/certs/page.tsx"
"316","/learn/cyber/conferences","/learn/cyber/conferences","Where the cyber field meets · 12 conferences worth knowing · /learn/cyber/conferences · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/conferences/page.tsx"
"317","/learn/cyber/contracts","/learn/cyber/contracts","Federal cyber contracting · GSA + CIO-SP4 + OASIS+ + SEWP · /learn/cyber/contracts · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/contracts/page.tsx"
"318","/learn/cyber/email-security-stack","/learn/cyber/email-security-stack","Email Security Stack — SPF, DKIM, DMARC, BIMI · AtomEons Cyber","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/email-security-stack/page.tsx"
"319","/learn/cyber/hackerone","/learn/cyber/hackerone","Bug bounty path · HackerOne · /learn/cyber · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/hackerone/page.tsx"
"320","/learn/cyber/heroes","/learn/cyber/heroes","Twelve cyber researchers worth knowing about · /learn/cyber/heroes · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/heroes/page.tsx"
"321","/learn/cyber/iot-embedded","/learn/cyber/iot-embedded","IoT and Embedded Device Security · /learn/cyber/iot-embedded · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/iot-embedded/page.tsx"
"322","/learn/cyber/karp","/learn/cyber/karp","Alex Karp · the Palantir public posture · /learn/cyber/karp · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/karp/page.tsx"
"323","/learn/cyber/labs","/learn/cyber/labs","Free practice labs · /learn/cyber · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/labs/page.tsx"
"324","/learn/cyber/llm-warfare","/learn/cyber/llm-warfare","Triage acceleration on operator workflows","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/llm-warfare/page.tsx"
"325","/learn/cyber/luckey","/learn/cyber/luckey","Palmer Luckey · the Anduril founding · /learn/cyber/luckey · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/luckey/page.tsx"
"326","/learn/cyber/mobile-security","/learn/cyber/mobile-security","Mobile Security · /learn/cyber/mobile-security · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/mobile-security/page.tsx"
"327","/learn/cyber/modern","/learn/cyber/modern","FPV drones replaced artillery as the main precision weapon in Ukraine","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/modern/page.tsx"
"328","/learn/cyber/ot-ics","/learn/cyber/ot-ics","Operational Technology and Industrial Control Systems · /learn/cyber/ot-ics · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/ot-ics/page.tsx"
"329","/learn/cyber/podcasts","/learn/cyber/podcasts","Cyber podcasts worth your commute · /learn/cyber/podcasts · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/podcasts/page.tsx"
"330","/learn/cyber/post-quantum-crypto","/learn/cyber/post-quantum-crypto","Post-Quantum Cryptography Migration · AtomEons Cyber","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/post-quantum-crypto/page.tsx"
"331","/learn/cyber/programs","/learn/cyber/programs","Federal cyber programs · Cyber Mission Force, Replicator, JADC2, CMMC, CDM · /learn/cyber/programs · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/programs/page.tsx"
"332","/learn/cyber/start","/learn/cyber/start","Start the AtomEons Cyber Career Track · /learn/cyber/start · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/start/page.tsx"
"333","/learn/cyber/youtube","/learn/cyber/youtube","Cyber YouTube channels worth subscribing to · /learn/cyber/youtube · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/cyber/youtube/page.tsx"
"334","/learn/decision-tree","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"335","/learn/decode","/learn/decode","Acronyms decoder","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/decode/page.tsx"
"336","/learn/decode","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"337","/learn/decode/acronyms","/learn/decode/acronyms","AI acronyms decoded · AtomEons /learn/decode/acronyms","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/decode/acronyms/page.tsx"
"338","/learn/deep","/learn/deep","Deep · self-directed AI doctorate path · /learn · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/deep/page.tsx"
"339","/learn/deep","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"340","/learn/education-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"341","/learn/exam","/learn/exam","Exam · self-assessment · find your AI literacy level","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/exam/page.tsx"
"342","/learn/exam","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"343","/learn/failures","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"344","/learn/faq","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"345","/learn/finance-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"346","/learn/funding","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"347","/learn/health-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"348","/learn/healthcare-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"349","/learn/inference-providers","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"350","/learn/labs","/learn/labs","Labs · hands-on AI exercises · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/labs/page.tsx"
"351","/learn/labs","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"352","/learn/layoffs","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"353","/learn/leaderboard","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"354","/learn/legal-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"355","/learn/library","/learn/library","Lesson library · /learn · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/library/page.tsx"
"356","/learn/library","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"357","/learn/marketing-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"358","/learn/mistakes","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"359","/learn/models","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"360","/learn/money-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"361","/learn/music-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"362","/learn/news","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"363","/learn/open-weights","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"364","/learn/operator","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"365","/learn/playbooks","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"366","/learn/policy-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"367","/learn/projects","/learn/projects","Projects · build-along AI projects · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/projects/page.tsx"
"368","/learn/projects","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"369","/learn/prompts","/learn/prompts","AI prompt of the day · /learn · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/prompts/page.tsx"
"370","/learn/prompts","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"371","/learn/quiz","/learn/quiz","AI Literacy Quiz · /learn · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/quiz/page.tsx"
"372","/learn/quiz","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"373","/learn/regulation","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"374","/learn/resources","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"375","/learn/science-ai","/learn/science-ai","Science AI · Domain Hub","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/science-ai/page.tsx"
"376","/learn/science-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"377","/learn/student","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"378","/learn/synthesis","/learn/synthesis","AI · Tim-Ferriss-style synthesis · /learn · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/synthesis/page.tsx"
"379","/learn/synthesis","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"380","/learn/templates","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"381","/learn/trust","/learn/trust","AI threat model","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/trust/page.tsx"
"382","/learn/trust","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"383","/learn/vertical","/learn/vertical","AI by sector — vertical applied guides · AtomEons /learn/vertical","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/vertical/page.tsx"
"384","/learn/vertical","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"385","/learn/vertical/defense","/learn/vertical/defense","AI in Defense — Real Programs · AtomEons Vertical","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/vertical/defense/page.tsx"
"386","/learn/vertical/finance","/learn/vertical/finance","AI in Finance — Real Deployments · AtomEons Vertical","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/vertical/finance/page.tsx"
"387","/learn/video-ai","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"388","/learn/videos","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"389","/learn/worker","/learn/[persona]","Path not found · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/[persona]/page.tsx"
"390","/q","/q","AI search answers · twenty AtomEons Q-pages","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/q/page.tsx"
"391","/tools","/tools","Tools · ${TOTAL_TASKS} AI tasks · what do you need to do right now? · AtomEons","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/tools/page.tsx"
"392","/tools/model-picker","/tools/model-picker","Which AI model should you use · decision picker","learning-search","70","12","10","20","13","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/tools/model-picker/page.tsx"
"393","/founders-view","/founders-view","The Founder","founder-brand","68","14","20","12","14","8","IMPROVE","Makes the operator and worldview legible; valuable because AtomEons' human story is more differentiated than another anonymous AI lab.","app/founders-view/page.tsx"
"394","/learn/calc/tools/break-even","/learn/calc/tools/break-even","Local vs Cloud Break-Even · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/break-even/page.tsx"
"395","/learn/calc/tools/carbon","/learn/calc/tools/carbon","AI Carbon Calculator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/carbon/page.tsx"
"396","/learn/calc/tools/context-fit","/learn/calc/tools/context-fit","Context Window Fit Calculator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/context-fit/page.tsx"
"397","/learn/calc/tools/hardware-calculator","/learn/calc/tools/hardware-calculator","Local Model Hardware Calculator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/hardware-calculator/page.tsx"
"398","/learn/calc/tools/jailbreak-checker","/learn/calc/tools/jailbreak-checker","Refusal Heuristic Estimator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/jailbreak-checker/page.tsx"
"399","/learn/calc/tools/model-comparator","/learn/calc/tools/model-comparator","Model Comparator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/model-comparator/page.tsx"
"400","/learn/calc/tools/prompt-diff","/learn/calc/tools/prompt-diff","Prompt Diff Estimator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/prompt-diff/page.tsx"
"401","/learn/calc/tools/redact","/learn/calc/tools/redact","PII Redactor Spec · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/redact/page.tsx"
"402","/learn/calc/tools/roi","/learn/calc/tools/roi","AI ROI Calculator · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/roi/page.tsx"
"403","/learn/calc/tools/stack-recommender","/learn/calc/tools/stack-recommender","AI Stack Recommender · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/stack-recommender/page.tsx"
"404","/learn/calc/tools/token-counter","/learn/calc/tools/token-counter","Token Counter · AtomEons calculator","learning-search","68","11","10","20","12","15","IMPROVE","Captures educational or search intent and earns trust through utility; it should feed readers toward a flagship creation without becoming generic SEO inventory.","app/learn/calc/tools/token-counter/page.tsx"
"405","/b00kmakor/changelog","/b00kmakor/changelog","AI Bookmaker · changelog · version history","products","66","20","13","12","9","12","IMPROVE","A product or product-proof page with direct commercial value; its ceiling depends on distinct positioning, current evidence, and a clear next action.","app/b00kmakor/changelog/page.tsx"
"406","/b00kmakor/roadmap","/b00kmakor/roadmap","AI Bookmaker · roadmap + anti-roadmap","products","66","20","13","12","9","12","IMPROVE","A product or product-proof page with direct commercial value; its ceiling depends on distinct positioning, current evidence, and a clear next action.","app/b00kmakor/roadmap/page.tsx"
"407","/orangebox/changelog","/orangebox/changelog","ORANGEBOX · changelog · version history","products","66","20","13","12","9","12","IMPROVE","A product or product-proof page with direct commercial value; its ceiling depends on distinct positioning, current evidence, and a clear next action.","app/orangebox/changelog/page.tsx"
"408","/orangebox/roadmap","/orangebox/roadmap","ORANGEBOX · roadmap · what we are building and what we will NEVER build","products","66","20","13","12","9","12","IMPROVE","A product or product-proof page with direct commercial value; its ceiling depends on distinct positioning, current evidence, and a clear next action.","app/orangebox/roadmap/page.tsx"
"409","/founders-view/[slug]","/founders-view/[slug]","Letter not found — The Founder","founder-brand","64","13","19","12","13","8","IMPROVE","Makes the operator and worldview legible; valuable because AtomEons' human story is more differentiated than another anonymous AI lab.","app/founders-view/[slug]/page.tsx"
"410","/vs/claude-vs-chatgpt","/vs/[slug]","Comparison not found · AtomEons","lab-catalog","61","14","12","12","12","11","IMPROVE","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/vs/[slug]/page.tsx"
"411","/vs/cloud-vs-local-ai","/vs/[slug]","Comparison not found · AtomEons","lab-catalog","61","14","12","12","12","11","IMPROVE","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/vs/[slug]/page.tsx"
"412","/vs/subscription-vs-one-time","/vs/[slug]","Comparison not found · AtomEons","lab-catalog","61","14","12","12","12","11","IMPROVE","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/vs/[slug]/page.tsx"
"413","/ai","/ai","AI — what it is, what it can do for you, which tools to trust","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/ai/page.tsx"
